Nome: VILHENA
Codigo Estacao: A938
Latitude: -12.73499999
Longitude: -60.15777777
Altitude: 583.3
Situacao: Operante
Data Inicial: 2008-08-25
Data Final: 2023-07-05
Periodicidade da Medicao: Diaria

Data Medicao;TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);
2017-01-19;27.3;21;
2017-01-20;27.5;20.3;
2017-01-21;29.3;20.9;
2017-01-22;29.1;20.7;
2017-01-23;27.5;20.7;
2017-01-24;31.4;20.7;
2017-01-25;32.6;21.9;
2017-01-26;30.9;20.4;
2017-01-27;27.3;21.4;
2017-01-28;28.6;21.2;
2017-01-29;29.1;21.1;
2017-01-30;26.5;20.8;
2017-01-31;30.5;20.3;
2017-02-01;30.9;21.1;
2017-02-02;29;20.4;
2017-02-03;28.8;21.5;
2017-02-04;30.1;22.1;
2017-02-05;30.3;21.8;
2017-02-06;29.1;21.4;
2017-02-07;28;21.9;
2017-02-08;26.4;21.5;
2017-02-09;24.8;21.8;
2017-02-10;29;21.6;
2017-02-11;28.1;21.3;
2017-02-12;27.3;21.1;
2017-02-13;28.2;21.1;
2017-02-14;28.7;21.8;
2017-02-15;26.3;21.6;
2017-02-16;28.9;20.6;
2017-02-17;28.5;21.2;
2017-02-18;29.7;20.6;
2017-02-19;29.6;21.8;
2017-02-20;31.4;20;
2017-02-21;29.4;20.4;
2017-02-22;29;20.3;
2017-02-23;30.1;21.2;
2017-02-24;29.7;21.8;
2017-02-25;29;20.5;
2017-02-26;29.1;20.4;
2017-02-27;26;21;
2017-02-28;26.8;20.4;
2017-03-01;29.9;21.2;
2017-03-02;26;20.7;
2017-03-03;30.2;20;
2017-03-04;31.9;21.2;
2017-03-05;28.5;21.3;
2017-03-06;30.1;21.6;
2017-03-07;30.6;22;
2017-03-08;30.2;21.7;
2017-03-09;31.5;20.1;
2017-03-10;32;21.7;
2017-03-11;31.2;21.9;
2017-03-12;31.4;21.5;
2017-03-13;30;22.3;
2017-03-14;30.6;21.6;
2017-03-15;30.4;21;
2017-03-16;29.5;21.6;
2017-03-17;27.5;21.2;
2017-03-18;27.1;20.8;
2017-03-19;29.5;20.3;
2017-03-20;28.6;20.7;
2017-03-21;30;21.6;
2017-03-22;30.3;21.2;
2017-03-23;32.6;21.8;
2017-03-24;30.7;22.3;
2017-03-25;29.9;21.5;
2017-03-26;30;20.5;
2017-03-27;31.9;21.9;
2017-03-28;31.4;20.4;
2017-03-29;30.5;20.8;
2017-03-30;30.7;22.1;
2017-03-31;30.8;21.6;
2017-04-01;30.7;21.3;
2017-04-02;28.9;21.3;
2017-04-03;29.4;21.1;
2017-04-04;29;21;
2017-04-05;30.2;21.2;
2017-04-06;28.7;22.4;
2017-04-07;28.2;20.4;
2017-04-08;30.6;21.9;
2017-04-09;30.3;21.8;
2017-04-10;31.9;21.1;
2017-04-11;32.3;22;
2017-04-12;30.3;20.7;
2017-04-13;29.7;21.2;
2017-04-14;31.3;21.1;
2017-04-15;31.7;21.6;
2017-04-16;31.5;22;
2017-04-17;31.7;21.6;
2017-04-18;28.3;21;
2017-04-19;30.8;21.1;
2017-04-20;27.8;21.4;
2017-04-21;31;20.6;
2017-04-22;29.4;21.6;
2017-04-23;27.9;20.8;
2017-04-24;30.5;19.7;
2017-04-25;31.3;21.5;
2017-04-26;31.7;22;
2017-04-27;24.6;19.9;
2017-04-28;28.5;16.2;
2017-04-29;29.6;18.5;
2017-04-30;30.4;19.6;
2017-05-01;31.1;20.9;
2017-05-02;30.6;21.4;
2017-05-03;30.8;22.7;
2017-05-04;30.6;20.5;
2017-05-05;31.1;21.3;
2017-05-06;31.1;20.7;
2017-05-07;31.4;21.4;
2017-05-08;32;20.2;
2017-05-09;31.6;22.4;
2017-05-10;30.9;21.1;
2017-05-11;30.8;21.7;
2017-05-12;31.6;20;
2017-05-13;30.2;22.1;
2017-05-14;31;21.2;
2017-05-15;31;21.6;
2017-05-16;28.5;20.7;
2017-05-17;30.1;19.5;
2017-05-18;30.1;21.4;
2017-05-19;29.9;21.5;
2017-05-20;31.4;21.7;
2017-05-21;30.1;21.1;
2017-05-22;29.3;21.7;
2017-05-23;29.3;22.4;
2017-05-24;31.2;21.4;
2017-05-25;31.4;22.1;
2017-05-26;28.9;21.3;
2017-05-27;31.4;21;
2017-05-28;28.8;21.2;
2017-05-29;26;20.4;
2017-05-30;26.1;20.7;
2017-05-31;22.7;18.6;
2017-06-01;26;16.6;
2017-06-02;28.6;17.6;
2017-06-03;29.8;19.7;
2017-06-04;31;21.1;
2017-06-05;30.4;21.3;
2017-06-06;30.1;19.7;
2017-06-07;30.9;19.4;
2017-06-08;31.1;19.9;
2017-06-09;30.3;19.7;
2017-06-10;24.8;14.3;
2017-06-11;29.4;14.6;
2017-06-12;29.9;19.4;
2017-06-13;31.7;19.5;
2017-06-14;31.7;20.3;
2017-06-15;31.2;21.6;
2017-06-16;31.6;19.8;
2017-06-17;31.3;20.4;
2017-06-18;30.9;20.1;
2017-06-19;28.6;18;
2017-06-20;24;12.6;
2017-06-21;29;13;
2017-06-22;30.4;18.5;
2017-06-23;30.2;18.7;
2017-06-24;30;18.8;
2017-06-25;29.9;19.6;
2017-06-26;30.2;18;
2017-06-27;30;18.5;
2017-06-28;30.1;18.9;
2017-06-29;30.2;16.1;
2017-06-30;31.6;17.9;
2017-07-01;31.4;20.8;
2017-07-02;30.8;17.9;
2017-07-03;30;18.8;
2017-07-04;30.3;17;
2017-07-05;29.5;19.3;
2017-07-06;29.8;20.6;
2017-07-07;29.9;19.2;
2017-07-08;30.2;16.8;
2017-07-09;30.8;17.8;
2017-07-10;30.3;18.5;
2017-07-11;30.7;18.7;
2017-07-12;29.8;17;
2017-07-13;31.7;17.6;
2017-07-14;31;19.2;
2017-07-15;31.9;19.3;
2017-07-16;31.2;19.9;
2017-07-17;27.1;17.1;
2017-07-18;23.3;7.5;
2017-07-19;27.3;9.6;
2017-07-20;30.3;12.3;
2017-07-21;31.2;16.1;
2017-07-22;31.6;18.6;
2017-07-23;32.6;20.2;
2017-07-24;33.6;19.1;
2017-07-25;32.6;20.6;
2017-07-26;30.9;18.7;
2017-07-27;30.9;17.6;
2017-07-28;30.6;19.6;
2017-07-29;30.7;20.3;
2017-07-30;31.6;17.7;
2017-07-31;31.2;18.7;
2017-08-01;32.7;19.4;
2017-08-02;32.9;20.7;
2017-08-03;29.3;16;
2017-08-04;32.2;16;
2017-08-05;33;20.1;
2017-08-06;34.1;19.9;
2017-08-07;34.9;21.7;
2017-08-08;35;21.4;
2017-08-09;35.1;22.5;
2017-08-10;34.5;21.7;
2017-08-11;31.7;21.8;
2017-08-12;31.9;20.7;
2017-08-13;32.5;21.9;
2017-08-14;33.7;21.8;
2017-08-15;32.8;22.5;
2017-08-16;31.3;21.2;
2017-08-17;32.8;18.8;
2017-08-18;31.9;19.8;
2017-08-19;33;19.5;
2017-08-20;33;22.6;
2017-08-21;28.8;18.8;
2017-08-22;32.5;16.8;
2017-08-23;33.8;19.5;
2017-08-24;34.1;22.1;
2017-08-25;34.1;20.9;
2017-08-26;34.2;20.7;
2017-08-27;35.7;21.2;
2017-08-28;35.6;22.7;
2017-08-29;36.7;21.1;
2017-08-30;35;23.5;
2017-08-31;34.6;18.3;
2017-09-01;35.2;21.8;
2017-09-02;34;22.6;
2017-09-03;35.3;23.3;
2017-09-04;35.4;22.2;
2017-09-05;34.3;23.9;
2017-09-06;33.6;19.5;
2017-09-07;34.4;21.3;
2017-09-08;34.1;21.6;
2017-09-09;33.2;23;
2017-09-10;30.6;22.5;
2017-09-11;31;21.1;
2017-09-12;32.8;20.9;
2017-09-13;34.9;21.6;
2017-09-14;32.8;22.8;
2017-09-15;33.3;21.9;
2017-09-16;29.6;19.9;
2017-09-17;31.7;16.6;
2017-09-18;34.5;18.7;
2017-09-19;34.9;23.6;
2017-09-20;35.6;21.3;
2017-09-21;32.3;23.3;
2017-09-22;32.8;21.2;
2017-09-23;34.6;22.1;
2017-09-24;34.6;22.3;
2017-09-25;31.7;21;
2017-09-26;29.6;19.7;
2017-09-27;32.3;20.8;
2017-09-28;25.5;19.4;
2017-09-29;32;21.1;
2017-09-30;33.4;22.1;
2017-10-01;33.2;21.1;
2017-10-02;31.7;19.5;
2017-10-03;23.6;17.7;
2017-10-04;30.3;18.8;
2017-10-05;34.3;20.1;
2017-10-06;34.3;22;
2017-10-07;31;20.6;
2017-10-08;31.7;20;
2017-10-09;33.9;21.5;
2017-10-10;34.4;21.5;
2017-10-11;34.4;22.7;
2017-10-12;31.7;22.2;
2017-10-13;32.2;20.9;
2017-10-14;23.2;19.3;
2017-10-15;32.6;18.4;
2017-10-16;34.3;21.7;
2017-10-17;29.8;23.1;
2017-10-18;34.4;20.6;
2017-10-19;34.7;22;
2017-10-20;32.3;23.5;
2017-10-21;32.3;21.3;
2017-10-22;29.9;19.7;
2017-10-23;27.1;20.8;
2017-10-24;29.1;20.8;
2017-10-25;31.3;22;
2017-10-26;33.4;22.1;
2017-10-27;32.5;20.8;
2017-10-28;32.4;22.5;
2017-10-29;30.6;21.5;
2017-10-30;31.9;20.7;
2017-10-31;32.7;20.5;
2017-11-01;30.1;20.8;
2017-11-02;30;22;
2017-11-03;32;21.6;
2017-11-04;31.4;22.4;
2017-11-05;31.8;20.9;
2017-11-06;24.6;21.3;
2017-11-07;32.2;20.1;
2017-11-08;31.3;22.7;
2017-11-09;30.6;20.9;
2017-11-10;29.9;19.4;
2017-11-11;26.6;20.9;
2017-11-12;30.5;20.4;
2017-11-13;31;22.1;
2017-11-14;30.7;22.1;
2017-11-15;29.6;22.1;
2017-11-16;31.6;21.7;
2017-11-17;27.1;20.6;
2017-11-18;30;21.4;
2017-11-19;30.5;21.9;
2017-11-20;28.7;20.3;
2017-11-21;28.3;21.1;
2017-11-22;28.9;21.2;
2017-11-23;27.6;20.1;
2017-11-24;30.3;21.8;
2017-11-25;26.6;22.3;
2017-11-26;29.8;21.3;
2017-11-27;31.3;21.9;
2017-11-28;31.6;22.4;
2017-11-29;31.3;21.5;
2017-11-30;30.8;21.8;
2017-12-01;27.6;22.3;
2017-12-02;27;21.6;
2017-12-03;31.8;22.2;
2017-12-04;31.5;20.6;
2017-12-05;29.7;21.2;
2017-12-06;29.3;21.9;
2017-12-07;30.3;21.7;
2017-12-08;32.1;23;
2017-12-09;31.8;22.5;
2017-12-10;25.6;21.5;
2017-12-11;26;17.8;
2017-12-12;31;19.8;
2017-12-13;29.2;21.7;
2017-12-14;29.2;21.4;
2017-12-15;28.4;21.3;
2017-12-16;29.4;21.6;
2017-12-17;29.6;20.6;
2017-12-18;26;19.6;
2017-12-19;29.4;19.9;
2017-12-20;29.7;21.1;
2017-12-21;29.5;21.6;
2017-12-22;29.4;21.7;
2017-12-23;28.8;21;
2017-12-24;26.4;21.7;
2017-12-25;28.1;21.6;
2017-12-26;25.3;20.6;
2017-12-27;25.9;20.5;
2017-12-28;31.1;19.6;
2017-12-29;31;19.8;
2017-12-30;29;20.8;
2017-12-31;30.8;21.2;
2018-01-01;30.2;22;
2018-01-02;31.8;20.6;
2018-01-03;26.7;20.1;
2018-01-04;28.9;20.1;
2018-01-05;30.4;21.5;
2018-01-06;27.9;22;
2018-01-07;24.3;21.2;
2018-01-08;27.4;19.7;
2018-01-09;25.8;20.7;
2018-01-10;29.7;20.9;
2018-01-11;28.3;20.5;
2018-01-12;29.4;19.8;
2018-01-13;27.1;21.1;
2018-01-14;26.8;20.7;
2018-01-15;27.3;19.6;
2018-01-16;30.6;20.6;
2018-01-17;28.3;20.3;
2018-01-18;31.1;20.1;
2018-01-19;32.1;21.4;
2018-01-20;30.9;20.4;
2018-01-21;31.6;21.6;
2018-01-22;30.8;21.3;
2018-01-23;30.4;21;
2018-01-24;31.3;21.6;
2018-01-25;30;21;
2018-01-26;30.2;21.5;
2018-01-27;29.1;20.9;
2018-01-28;27.3;21.8;
2018-01-29;28.5;21.4;
2018-01-30;28.6;22.1;
2018-01-31;30.1;21.9;
2018-02-01;27.2;22.4;
2018-02-02;27.9;20.2;
2018-02-03;26.7;21.7;
2018-02-04;23.3;21;
2018-02-05;31;21.3;
2018-02-06;31;21.4;
2018-02-07;27.1;21.8;
2018-02-08;30.8;22;
2018-02-09;31;21.5;
2018-02-10;25.7;22.2;
2018-02-11;29;20.6;
2018-02-12;27.9;21.2;
2018-02-13;31;21.8;
2018-02-14;27.3;20.7;
2018-02-15;31.8;20.2;
2018-02-16;29.8;20.9;
2018-02-17;28.5;20.6;
2018-02-18;30.8;20.5;
2018-02-19;29.3;21;
2018-02-20;29;21.3;
2018-02-21;28.8;20.8;
2018-02-22;26.1;20.2;
2018-02-23;26.3;20.6;
2018-02-24;26.7;21;
2018-02-25;28.3;20.2;
2018-02-26;29.6;21.1;
2018-02-27;29.3;21.3;
2018-02-28;31.6;20.4;
2018-03-01;31.5;21.8;
2018-03-02;32.1;22.1;
2018-03-03;32;22.4;
2018-03-04;31.8;21.7;
2018-03-05;31.4;21.4;
2018-03-06;31.8;19.8;
2018-03-07;28.1;21.3;
2018-03-08;30.5;20.6;
2018-03-09;29.3;22.6;
2018-03-10;28.7;22.4;
2018-03-11;29.5;21.5;
2018-03-12;29.2;21.9;
2018-03-13;29;21.7;
2018-03-14;27.3;21.1;
2018-03-15;29.9;20.9;
2018-03-16;30.4;22.6;
2018-03-17;28.9;21.4;
2018-03-18;30.7;21;
2018-03-19;26.8;22.2;
2018-03-20;31.6;21;
2018-03-21;29.8;20.8;
2018-03-22;30.4;20.9;
2018-03-23;31.1;21.4;
2018-03-24;25.9;21.7;
2018-03-25;27.8;20.9;
2018-03-26;25.4;19;
2018-03-27;26;19.3;
2018-03-28;29.9;20.6;
2018-03-29;28.8;21.3;
2018-03-30;28;21.4;
2018-03-31;30.3;20.9;
2018-04-01;29.3;21.3;
2018-04-02;29.4;21.8;
2018-04-03;28.7;20;
2018-04-04;29;21.3;
2018-04-05;29.4;20.2;
2018-04-06;30.1;21.6;
2018-04-07;29.7;21.5;
2018-04-08;29;21.5;
2018-04-09;29.6;21.2;
2018-04-10;30.1;21.5;
2018-04-11;29.4;20.2;
2018-04-12;29.3;21.4;
2018-04-13;28.6;20.8;
2018-04-14;28.8;20.7;
2018-04-15;29.1;21.1;
2018-04-16;28.8;18.9;
2018-04-17;29;19.9;
2018-04-18;28.8;20.3;
2018-04-19;27.9;20.5;
2018-04-20;29.1;20.7;
2018-04-21;30;20.4;
2018-04-22;31.3;21.6;
2018-04-23;31.7;22.1;
2018-04-24;31;21.4;
2018-04-25;30.6;21.4;
2018-04-26;31.2;21.1;
2018-04-27;31.6;21.7;
2018-04-28;31.4;21.7;
2018-04-29;31.4;21.2;
2018-04-30;32;21.9;
2018-05-01;31;20.5;
2018-05-02;29.5;21.6;
2018-05-03;29.8;21.8;
2018-05-04;30.8;20.5;
2018-05-05;30.5;21.5;
2018-05-06;30.3;20.6;
2018-05-07;31.2;21.4;
2018-05-08;31.2;20.4;
2018-05-09;31.1;21.2;
2018-05-10;31.1;21.2;
2018-05-11;31.4;20.9;
2018-05-12;29.9;19.6;
2018-05-13;29.6;21.1;
2018-05-14;31.1;21.2;
2018-05-15;30.1;21.6;
2018-05-16;28.9;20;
2018-05-17;30.1;19.6;
2018-05-18;29.3;21.2;
2018-05-19;27.2;20.9;
2018-05-20;22.7;15.6;
2018-05-21;23.9;15.1;
2018-05-22;27;16.9;
2018-05-23;28.3;17.9;
2018-05-24;29.4;17;
2018-05-25;30.4;19.7;
2018-05-26;30.1;20.4;
2018-05-27;30.2;18.6;
2018-05-28;30.5;18.1;
2018-05-29;30.1;19.5;
2018-05-30;30.5;20.9;
2018-05-31;30.7;21.1;
2018-06-01;30.2;21.8;
2018-06-02;26.8;20.2;
2018-06-03;21.9;14.1;
2018-06-04;27.1;14.1;
2018-06-05;27.3;14.5;
2018-06-06;26.3;15;
2018-06-07;21.9;15.8;
2018-06-08;27.9;15.6;
2018-06-09;30.5;16.1;
2018-06-10;30.9;19.7;
2018-06-11;31.1;21;
2018-06-12;30.8;20.7;
2018-06-13;25.1;21.2;
2018-06-14;25.7;18.2;
2018-06-15;20.2;15.5;
2018-06-16;23.8;12.2;
2018-06-17;26.3;12;
2018-06-18;28.3;13.4;
2018-06-19;28.6;15.2;
2018-06-20;29.2;17.4;
2018-06-21;30.4;17.6;
2018-06-22;30.6;20;
2018-06-23;30.2;20.4;
2018-06-24;30.9;18.4;
2018-06-25;30.4;18.7;
2018-06-26;30.8;18.9;
2018-06-27;30.3;19.6;
2018-06-28;30.6;17.1;
2018-06-29;30.6;17.7;
2018-06-30;30.4;17.8;
2018-07-01;30.5;17.7;
2018-07-02;30.2;17.6;
2018-07-03;29.7;17.7;
2018-07-04;30.7;18.2;
2018-07-05;31.5;17.3;
2018-07-06;30.8;19.7;
2018-07-07;29.8;20.1;
2018-07-08;31.1;18.9;
2018-07-09;25.3;14.5;
2018-07-10;22.9;11;
2018-07-11;28.1;11.6;
2018-07-12;31.2;14.5;
2018-07-13;32.8;19.2;
2018-07-14;32;18.8;
2018-07-15;32.7;19.3;
2018-07-16;32.7;20.8;
2018-07-17;31.8;18.7;
2018-07-18;32.1;20.6;
2018-07-19;32;20.2;
2018-07-20;32.3;22;
2018-07-21;27.3;14.4;
2018-07-22;30.2;13.4;
2018-07-23;30.9;16.6;
2018-07-24;28.2;15.7;
2018-07-25;30.5;14.7;
2018-07-26;31;16;
2018-07-27;32.1;17.3;
2018-07-28;32.4;16.6;
2018-07-29;31.6;19;
2018-07-30;33.7;21.5;
2018-07-31;30.6;21.7;
2018-08-01;31.6;19.8;
2018-08-02;32.5;20.6;
2018-08-03;29.6;20.5;
2018-08-04;33.6;21.2;
2018-08-05;26.8;16.5;
2018-08-06;29;14.8;
2018-08-07;33.8;18.1;
2018-08-08;32.3;19.5;
2018-08-09;27.7;19.7;
2018-08-10;29;14.9;
2018-08-11;32.9;16.4;
2018-08-12;33.8;21.3;
2018-08-13;34.9;21.5;
2018-08-14;31.7;22.1;
2018-08-15;30;18.7;
2018-08-16;27.4;17.5;
2018-08-17;30.9;18.8;
2018-08-18;33.1;20.8;
2018-08-19;31.6;19.4;
2018-08-20;24;17.9;
2018-08-21;25.4;11.9;
2018-08-22;29.8;13.2;
2018-08-23;32.5;17.5;
2018-08-24;32.3;20.5;
2018-08-25;28.2;21.4;
2018-08-26;26.6;15.6;
2018-08-27;32;15.2;
2018-08-28;33.5;18.5;
2018-08-29;32.3;22;
2018-08-30;31.9;21;
2018-08-31;33;20.6;
2018-09-01;33.9;21.8;
2018-09-02;28.6;20.6;
2018-09-03;29;11.9;
2018-09-04;29.4;14.8;
2018-09-05;31.5;15.6;
2018-09-06;33.2;17.4;
2018-09-07;33.3;19.7;
2018-09-08;36.3;22.2;
2018-09-09;35.8;21.7;
2018-09-10;33.6;21.5;
2018-09-11;34;20.2;
2018-09-12;34.7;22.6;
2018-09-13;33.7;23;
2018-09-14;31;22.2;
2018-09-15;32.1;20.1;
2018-09-16;29.4;19.5;
2018-09-17;31.6;20.1;
2018-09-18;32.1;22;
2018-09-19;32.8;20.4;
2018-09-20;31.6;21.8;
2018-09-21;34.1;21.2;
2018-09-22;33.4;21.8;
2018-09-23;33.5;19.8;
2018-09-24;33.6;21.7;
2018-09-25;31.8;20.8;
2018-09-26;33;20.9;
2018-09-27;31.7;18.7;
2018-09-28;29.4;21.1;
2018-09-29;30;21.2;
2018-09-30;32.1;21;
2018-10-01;32.4;21.7;
2018-10-02;31.2;22.4;
2018-10-03;31.5;20.4;
2018-10-04;31.2;21.3;
2018-10-05;31.6;20.6;
2018-10-06;31.1;22.6;
2018-10-07;31.3;22.4;
2018-10-08;31.8;21.6;
2018-10-09;30.5;22.1;
2018-10-10;31;22.1;
2018-10-11;28.9;22.3;
2018-10-12;30.7;20.5;
2018-10-13;32.4;21.3;
2018-10-14;32.1;21;
2018-10-15;32.4;22.4;
2018-10-16;33.3;22.4;
2018-10-17;32.4;23.7;
2018-10-18;28.8;21.6;
2018-10-19;31.5;21.8;
2018-10-20;28.1;21.5;
2018-10-21;29.5;21.8;
2018-10-22;30.1;21.1;
2018-10-23;31.2;22.6;
2018-10-24;29.6;20.8;
2018-10-25;29.2;21.4;
2018-10-26;32.8;21.8;
2018-10-27;33;23;
2018-10-28;30.7;21.8;
2018-10-29;32.3;22.6;
2018-10-30;31.1;20;
2018-10-31;32.3;21.6;
2018-11-01;32.4;23.3;
2018-11-02;31.9;21.3;
2018-11-03;30;21.3;
2018-11-04;29.6;22.2;
2018-11-05;30.2;22.4;
2018-11-06;30.1;21.9;
2018-11-07;30.5;22.1;
2018-11-08;29.6;22.1;
2018-11-09;31.4;21.4;
2018-11-10;30.5;22.3;
2018-11-11;31.4;21.5;
2018-11-12;30.4;22.4;
2018-11-13;31.9;22.4;
2018-11-14;29;22;
2018-11-15;29.7;21.4;
2018-11-16;29.9;21.2;
2018-11-17;31.3;21.8;
2018-11-18;30.2;22.2;
2018-11-19;28.6;21.4;
2018-11-20;29.2;21.6;
2018-11-21;28.3;21.4;
2018-11-22;30.9;22.2;
2018-11-23;28.8;22.1;
2018-11-24;28;21.4;
2018-11-25;27.1;21.5;
2018-11-26;28.8;21.8;
2018-11-27;30.3;21.8;
2018-11-28;29.1;21.4;
2018-11-29;29.2;21.2;
2018-11-30;26.1;20.1;
2018-12-01;23.1;21;
2018-12-02;23.2;20.1;
2018-12-03;25.8;20.6;
2018-12-04;27.8;20.4;
2018-12-05;29.5;21.3;
2018-12-06;30.8;21.1;
2018-12-07;25.9;22.3;
2018-12-08;29.2;21;
2018-12-09;32;21.9;
2018-12-10;30.7;21.9;
2018-12-11;28.8;21.1;
2018-12-12;29.4;21.7;
2018-12-13;31.2;20.8;
2018-12-14;29.7;21.4;
2018-12-15;29.3;21.4;
2018-12-16;30.6;20.4;
2018-12-17;31.2;21.2;
2018-12-18;30.6;20.4;
2018-12-19;31.4;19.9;
2018-12-20;31.3;20;
2018-12-21;29.5;21.5;
2018-12-22;31.5;20.5;
2018-12-23;26;21.6;
2018-12-24;30.3;20.1;
2018-12-25;31;21.1;
2018-12-26;27.9;21.7;
2018-12-27;29.7;21.4;
2018-12-28;26.7;21.9;
2018-12-29;27.3;21.1;
2018-12-30;24.7;20.5;
2018-12-31;26.3;20.5;
2019-01-01;29.2;21.1;
2019-01-02;28.5;21;
2019-01-03;30.7;21.3;
2019-01-04;29.1;21.9;
2019-01-05;29.8;20.2;
2019-01-06;32.1;22.3;
2019-01-07;25.9;21.9;
2019-01-08;30;21.4;
2019-01-09;28.3;20.4;
2019-01-10;31;19.4;
2019-01-11;27.7;20.6;
2019-01-12;29.9;20.6;
2019-01-13;29.3;21.2;
2019-01-14;29.7;20.2;
2019-01-15;30.2;21.1;
2019-01-16;31.6;21.4;
2019-01-17;31.3;20.6;
2019-01-18;29.8;20;
2019-01-19;31.4;20.5;
2019-01-20;29.5;20.9;
2019-01-21;32.1;22.1;
2019-01-22;29.9;21.8;
2019-01-23;30.9;20.7;
2019-01-24;32.4;22.4;
2019-01-25;31.4;20.6;
2019-01-26;31.7;20.6;
2019-01-27;29;22.1;
2019-01-28;27.8;21.5;
2019-01-29;22.9;20.5;
2019-01-30;26.1;19.7;
2019-01-31;29.6;20.7;
2019-02-01;27.6;21.1;
2019-02-02;31.4;19.2;
2019-02-03;31.7;21.3;
2019-02-04;29.2;20.4;
2019-02-05;29.4;21.5;
2019-02-06;30.7;22;
2019-02-07;30.9;21.5;
2019-02-08;31.1;22.8;
2019-02-09;31.3;21.1;
2019-02-10;27.6;21.9;
2019-02-11;30;22;
2019-02-12;30.6;22;
2019-02-13;31.1;22.2;
2019-02-14;26.3;20.6;
2019-02-15;29.7;20.3;
2019-02-16;26.1;21.9;
2019-02-17;28.1;20.8;
2019-02-18;30;20.9;
2019-02-19;30;22.4;
2019-02-20;29;21.3;
2019-02-21;30.1;21.5;
2019-02-22;28.4;22.1;
2019-02-23;30.3;20.5;
2019-02-24;29.2;20.9;
2019-02-25;28.4;20.9;
2019-02-26;28.1;22;
2019-02-27;24.3;21.1;
2019-02-28;28.6;20.4;
2019-03-01;29.3;21.1;
2019-03-02;28.4;21.8;
2019-03-03;29.8;21.1;
2019-03-04;29.5;21.6;
2019-03-05;29.3;21.8;
2019-03-06;30;21.6;
2019-03-07;31;22;
2019-03-08;31.7;22.5;
2019-03-09;31;21.5;
2019-03-10;30.1;20.4;
2019-03-11;28.2;21;
2019-03-12;28;20.4;
2019-03-13;31.5;20.8;
2019-03-14;31.4;21.6;
2019-03-15;32.2;21.8;
2019-03-16;29.7;21.5;
2019-03-17;31.3;21.4;
2019-03-18;31.4;21.5;
2019-03-19;30.6;22.8;
2019-03-20;31.3;21.5;
2019-03-21;28.1;21.7;
2019-03-22;29;20.7;
2019-03-23;30.9;21.5;
2019-03-24;30.3;22.3;
2019-03-25;29;21.5;
2019-03-26;30.4;21.3;
2019-03-27;29.2;21.7;
2019-03-28;28.9;21.3;
2019-03-29;27.9;22.2;
2019-03-30;30.6;21;
2019-03-31;31.5;21.4;
2019-04-01;31;22;
2019-04-02;32.8;23;
2019-04-03;29.9;22.7;
2019-04-04;30.6;21.6;
2019-04-05;29.4;22.2;
2019-04-06;22.9;17.4;
2019-04-07;24.4;17.4;
2019-04-08;28.1;19.7;
2019-04-09;29.5;21.3;
2019-04-10;29.3;22.2;
2019-04-11;23.8;21.7;
2019-04-12;29.2;19.4;
2019-04-13;30.3;21.1;
2019-04-14;32.7;21.3;
2019-04-15;30.5;23.1;
2019-04-16;30.5;21.7;
2019-04-17;30.4;21.3;
2019-04-18;31.1;22.2;
2019-04-19;31.5;21.8;
2019-04-20;31.4;21.9;
2019-04-21;31.6;22;
2019-04-22;26.3;22.7;
2019-04-23;30.5;20.6;
2019-04-24;30.2;22.2;
2019-04-25;31.7;21.3;
2019-04-26;32.1;22.6;
2019-04-27;27.6;22;
2019-04-28;30;21.6;
2019-04-29;30.1;21.7;
2019-04-30;30;22.2;
2019-05-01;29.7;21.6;
2019-05-02;30.6;21.7;
2019-05-03;29.6;22.3;
2019-05-04;30.3;21.9;
2019-05-05;31.5;22.9;
2019-05-06;31.8;22.1;
2019-05-07;31.9;21.2;
2019-05-08;31.2;22.1;
2019-05-09;31.8;22.3;
2019-05-10;31.8;21.4;
2019-05-11;32.3;22.3;
2019-05-12;24.6;21.2;
2019-05-13;27.3;17.5;
2019-05-14;26.6;18.3;
2019-05-15;26.6;14.8;
2019-05-16;26.6;15.7;
2019-05-17;30;17.2;
2019-05-18;30.5;19.4;
2019-05-19;30.9;19.7;
2019-05-20;30.5;20.9;
2019-05-21;31.9;19.2;
2019-05-22;32.1;19.2;
2019-05-23;29.3;19.9;
2019-05-24;26.1;15.1;
2019-05-25;29.5;15.3;
2019-05-26;30.6;19.6;
2019-05-27;31.6;20.9;
2019-05-28;32.2;20.9;
2019-05-29;30.9;22.8;
2019-05-30;31.7;21.5;
2019-05-31;31.3;21.4;
2019-06-01;31.3;21;
2019-06-02;30.8;20.9;
2019-06-03;25;20;
2019-06-04;28.5;16.7;
2019-06-05;29.3;16.3;
2019-06-06;30.1;20;
2019-06-07;30.4;20.5;
2019-06-08;30.1;20.5;
2019-06-09;30.4;20.2;
2019-06-10;31.2;20.2;
2019-06-11;31;20.6;
2019-06-12;31.3;21.8;
2019-06-13;30.2;20.6;
2019-06-14;31.6;19.8;
2019-06-15;31.3;19.3;
2019-06-16;30.8;19.6;
2019-06-17;30.7;21.8;
2019-06-18;30.2;19.8;
2019-06-19;31.2;19;
2019-06-20;31.4;18.6;
2019-06-21;31.1;20.2;
2019-06-22;30.8;20.1;
2019-06-23;30.5;18.8;
2019-06-24;30.6;20.5;
